id,parent_id,task_no,field,project_name,departments,chunk_type,section_label,part_index,part_count,token_count,embedding_token_count,content_preview
seoul_core_projects_20260310_task_001_policy_context_01,seoul_core_projects_20260310_task_001,1,약자동행,주거비 부담 완화를 위한 금융지원 효과 분석,주택실,policy_context,정책배경·목적,1,1,124,200,분야: 약자동행 핵심사업: 주거비 부담 완화를 위한 금융지원 연관사업: 주거비 부담 완화를 위한 금융지원 담당실국: 주택실  ## 추진배경 및 목적 - 전세물량 감소·가격 상승에 따른 전월세 시장 불안으로 금융지원 ...
seoul_core_projects_20260310_task_001_analysis_design_01,seoul_core_projects_20260310_task_001,1,약자동행,주거비 부담 완화를 위한 금융지원 효과 분석,주택실,analysis_design,분석설계·활용데이터,1,1,105,182,## 주요내용 - 확대·신규 사업별 지원 전·후 주거비 부담 변화 분석 및 타당성 검토 - 지원군·비지원군 비교 및 연령·소득·가구유형별 효과 차이 분석 분석기술: - 통계 분석 - 데이터 시각화 - 설문 기반 만족...
seoul_core_projects_20260310_task_001_expected_results_01,seoul_core_projects_20260310_task_001,1,약자동행,주거비 부담 완화를 위한 금융지원 효과 분석,주택실,expected_results,예상결과·유사사례,1,1,116,193,## 분석결과(예시) - 금융지원 정책의 주거비 부담 완화 효과 비교·분석 및 효과 확인 시각화 예시: - 선정자 현황 시각화 - 설문 기반 만족도 분석 - 비교군 차이 통계 분석 - 참고: 서울시 청년월세 신청자들...
seoul_core_projects_20260310_task_001_administrative_use_01,seoul_core_projects_20260310_task_001,1,약자동행,주거비 부담 완화를 위한 금융지원 효과 분석,주택실,administrative_use,실국 활용방안,1,1,66,141,"## 실국 활용방안(예시) 활용 시나리오: A주무관은 금융지원 효과의 계층별 차이를 분석하여 빈곤·취약계층 중심으로 지원을 정교화하고, 사업별 성과에 기반한 예산 재배분 및 차등지원 기준을 마련하였다."
seoul_core_projects_20260310_task_002_policy_context_01,seoul_core_projects_20260310_task_002,2,약자동행,전세사기 위험 선행신호 탐지 모형 개발,주택실,policy_context,정책배경·목적,1,1,152,230,분야: 약자동행 핵심사업: 투명한 정보와 현장밀착 대응으로 전세사기 근절 연관사업: 투명한 정보와 현장밀착 대응으로 전세사기 근절 담당실국: 주택실  ## 추진배경 및 목적 - 임대인 신용정보를 분석하여 ‘전세사기 ...
seoul_core_projects_20260310_task_002_analysis_design_01,seoul_core_projects_20260310_task_002,2,약자동행,전세사기 위험 선행신호 탐지 모형 개발,주택실,analysis_design,분석설계·활용데이터,1,1,144,224,## 주요내용 - 사기 임대인 신용 악화 궤적 유형화: 신용점수 등 변화 궤적을 이용한 분류 - 문제 계약 시점 기준: 대조군과의 비교로 특정 지표의 유의미한 이탈 감지 - 시계열 기반 예측 모형 구축 및 성능 비교...
seoul_core_projects_20260310_task_002_expected_results_01,seoul_core_projects_20260310_task_002,2,약자동행,전세사기 위험 선행신호 탐지 모형 개발,주택실,expected_results,예상결과·유사사례,1,1,153,232,## 분석결과(예시) - 궤적 유형화 결과: 사기 임대인의 신용 변화 궤적이 4개 잠재유형으로 분류 - 선행신호 탐지: 사기 발생 평균 9~12개월 전부터 신용점수 하락 가속 등 - 조기경보 기준안: 직전 6개월간 ...
seoul_core_projects_20260310_task_002_administrative_use_01,seoul_core_projects_20260310_task_002,2,약자동행,전세사기 위험 선행신호 탐지 모형 개발,주택실,administrative_use,실국 활용방안,1,1,93,171,## 실국 활용방안(예시) - 전세사기 위험분석 리포트 고도화: ‘위험 추세 지표’(예: 최근 6개월 변화) 추가 반영 - 선제적 행정 조치 연계: 조기경보 기준 임대인이 다수 분포한 지역 현장 점검 집중 등 - 제...
seoul_core_projects_20260310_task_003_policy_context_01,seoul_core_projects_20260310_task_003,3,매력도시,DDP 일대 공간 재창조를 위한 방문자 구조 분석,"경제실, 도시공간본부, 디자인정책관",policy_context,정책배경·목적,1,1,125,209,"분야: 매력도시 핵심사업: DDP일대 공간 재창조 및 활성화 연관사업: DDP일대 공간 재창조 및 활성화 담당실국: 경제실, 도시공간본부, 디자인정책관  ## 추진배경 및 목적 - K-컬처 중심 고밀복합개발 추진에 ..."
seoul_core_projects_20260310_task_003_analysis_design_01,seoul_core_projects_20260310_task_003,3,매력도시,DDP 일대 공간 재창조를 위한 방문자 구조 분석,"경제실, 도시공간본부, 디자인정책관",analysis_design,분석설계·활용데이터,1,1,81,168,## 주요내용 - DDP 방문자 특성 분석(연령·거주지·방문 목적·체류시간 등) - DDP 일대 공간 기능 구성 및 활동 연계 분석 분석기술: - 통계 분석 및 공간분석 활용데이터: - DDP 방문객 유동인구 및 이...
seoul_core_projects_20260310_task_003_expected_results_01,seoul_core_projects_20260310_task_003,3,매력도시,DDP 일대 공간 재창조를 위한 방문자 구조 분석,"경제실, 도시공간본부, 디자인정책관",expected_results,예상결과·유사사례,1,1,86,172,## 분석결과(예시) - 방문자 특성 및 공간 구조 분석을 통해 공간 기능 재편 및 활성화 전략 도출 시각화 예시: - 체류인구 카드 사용 비중 - 인구 규모 분석 - 체류 인구 특성 - 참고: 한눈에 보는 생활인구...
seoul_core_projects_20260310_task_003_administrative_use_01,seoul_core_projects_20260310_task_003,3,매력도시,DDP 일대 공간 재창조를 위한 방문자 구조 분석,"경제실, 도시공간본부, 디자인정책관",administrative_use,실국 활용방안,1,1,108,192,"## 실국 활용방안(예시) - DDP 일대 고밀복합개발 및 공간 재편 전략 수립 근거로 활용 활용 시나리오: A주무관은 DDP 방문자 특성 및 직·주·락 분석 결과, 야간 시간대 체류 인구가 급감하고 특정 구간의 보..."
seoul_core_projects_20260310_task_004_policy_context_01,seoul_core_projects_20260310_task_004,4,매력도시,강북 노후지역 개발 최적화 분석,도시공간본부,policy_context,정책배경·목적,1,1,134,204,분야: 매력도시 핵심사업: 강북지역 혁신거점 조성 연관사업: 강북지역 혁신거점 조성 담당실국: 도시공간본부  ## 추진배경 및 목적 - 강북 노후지역의 신산업 거점 및 복합 도시로의 전환 개발사업 추진 - 참고: 2...
seoul_core_projects_20260310_task_004_analysis_design_01,seoul_core_projects_20260310_task_004,4,매력도시,강북 노후지역 개발 최적화 분석,도시공간본부,analysis_design,분석설계·활용데이터,1,1,107,180,## 주요내용 - (용산전자상가) 8개소 개발 우선순위 도출 및 신산업·복합기능 배치 적정성 평가 - (홍제역) 복합시설 최적 배치 방안 도출 및 개발 효과 분석 분석기술: - 공간정보 분석 - 계층분석법(AHP) ...
seoul_core_projects_20260310_task_004_expected_results_01,seoul_core_projects_20260310_task_004,4,매력도시,강북 노후지역 개발 최적화 분석,도시공간본부,expected_results,예상결과·유사사례,1,1,115,186,"## 분석결과(예시) - 8개소 중 AI·R&D 신산업 거점 개발 우선순위 상위 3개 대상지 도출 - 참고: 예 : 노후도(40%), 접근성(30%) 등 가중치 기반 A, B, C 지구 도출 - 복합기능 최적 구성 ..."
seoul_core_projects_20260310_task_004_administrative_use_01,seoul_core_projects_20260310_task_004,4,매력도시,강북 노후지역 개발 최적화 분석,도시공간본부,administrative_use,실국 활용방안,1,1,29,99,## 실국 활용방안(예시) - 분석 순위 기반 착공 지역 결정 및 복합시설 통합개발 방안 수립
seoul_core_projects_20260310_task_005_policy_context_01,seoul_core_projects_20260310_task_005,5,매력도시,문화비축기지 재방문객 특성 및 상권 매출 분석,미래공간기획관,policy_context,정책배경·목적,1,1,137,212,"분야: 매력도시 핵심사업: 문화비축기지 활성화 연관사업: 문화비축기지 활성화 담당실국: 미래공간기획관  ## 추진배경 및 목적 - 기존 방문객 특성 중심 분석에서 나아가, 문화비축기지 활성화를 위한 재방문객 특성과 ..."
seoul_core_projects_20260310_task_005_analysis_design_01,seoul_core_projects_20260310_task_005,5,매력도시,문화비축기지 재방문객 특성 및 상권 매출 분석,미래공간기획관,analysis_design,분석설계·활용데이터,1,1,131,207,## 주요내용 - (재방문 분석) 방문 이력 데이터를 활용한 재방문율 및 이동 동선 분석 - (상권 분석) 카드매출 데이터를 활용한 행사 전·후 상권 매출 증감 효과 분석 - (확장성 분석) 행사 규모별 방문객 유입...
seoul_core_projects_20260310_task_005_expected_results_01,seoul_core_projects_20260310_task_005,5,매력도시,문화비축기지 재방문객 특성 및 상권 매출 분석,미래공간기획관,expected_results,예상결과·유사사례,1,1,56,132,## 분석결과(예시) - 재방문율 높은 콘텐츠 정례화 전략 수립 및 행사-상권 연계 프로그램 운영 시각화 예시: - 재방문객 분석 - 방문객 유형별 상권 매출 분석 - 이동 동선 분석
seoul_core_projects_20260310_task_005_administrative_use_01,seoul_core_projects_20260310_task_005,5,매력도시,문화비축기지 재방문객 특성 및 상권 매출 분석,미래공간기획관,administrative_use,실국 활용방안,1,1,92,167,"## 실국 활용방안(예시) - 행사 규모별 적정 운영 전략 및 홍보 타겟 설정 근거 활용 활용 시나리오: A주무관은 재방문객 유형과 행사별 매출 효과를 분석하여 우선 추진 콘텐츠를 선정, 행사 규모별 상권 연계 운영..."
seoul_core_projects_20260310_task_006_policy_context_01,seoul_core_projects_20260310_task_006,6,매력도시,AI기반 시유지 변화 탐지 및 자동 프로파일링 구축,미래공간기획관,policy_context,정책배경·목적,1,1,123,198,분야: 매력도시 핵심사업: 민관동행사업 추진 연관사업: 민관동행사업 추진 담당실국: 미래공간기획관  ## 추진배경 및 목적 - 단순 현황 조사를 넘어 최근 4~5년간 주변 공간 · 인구 · 상권 변화까지 반영한 데이...
seoul_core_projects_20260310_task_006_analysis_design_01,seoul_core_projects_20260310_task_006,6,매력도시,AI기반 시유지 변화 탐지 및 자동 프로파일링 구축,미래공간기획관,analysis_design,분석설계·활용데이터,1,1,128,205,## 주요내용 - (공간변화) 위성 데이터를 활용한 최근 4~5년 시유지 중심 및 주변 변화 탐지 - (수요분석) 인구·유동·상권·생활 SOC 현황을 반영한 사업 수요 분석 - (보고서 생성) 현황·변화 등 사업모델...
seoul_core_projects_20260310_task_006_expected_results_01,seoul_core_projects_20260310_task_006,6,매력도시,AI기반 시유지 변화 탐지 및 자동 프로파일링 구축,미래공간기획관,expected_results,예상결과·유사사례,1,1,62,138,## 분석결과(예시) - 주변환경 여건이 변경된 시유지 도출 및 부지별 추천 사업모델 제안 시각화 예시: - 위성 데이터를 활용한 변화 탐지 - 유동인구 및 생활 SOC 변화 탐지 - AI기반 리포트 생성
seoul_core_projects_20260310_task_006_administrative_use_01,seoul_core_projects_20260310_task_006,6,매력도시,AI기반 시유지 변화 탐지 및 자동 프로파일링 구축,미래공간기획관,administrative_use,실국 활용방안,1,1,104,179,"## 실국 활용방안(예시) - 사업 대상지 발굴 및 단계별 개발 추진 로드맵 수립 근거 활용 활용 시나리오: A주무관은 AI기반 시유지 변화 분석을 통해 최근 개발 압력이 높아진 후보지를 도출하고, 자동 생성된 프로..."
seoul_core_projects_20260310_task_007_policy_context_01,seoul_core_projects_20260310_task_007,7,매력도시,스프링페스타 연계 한강버스 운영 최적화 분석,미래한강본부,policy_context,정책배경·목적,1,1,200,286,분야: 매력도시 핵심사업: 한강버스·서울스프링페스타와 함께하는 축제의 관광 자원화 연관사업: 한강버스·서울스프링페스타와 함께하는 축제의 관광 자원화 담당실국: 미래한강본부  ## 추진배경 및 목적 - 서울스프링페스타...
seoul_core_projects_20260310_task_007_analysis_design_01,seoul_core_projects_20260310_task_007,7,매력도시,스프링페스타 연계 한강버스 운영 최적화 분석,미래한강본부,analysis_design,분석설계·활용데이터,1,1,141,229,## 주요내용 - (수요 예측) 축제 장소·규모 등을 고려한 한강버스 잠재 이용 수요 예측 - (선착장 입지분석) 접근성 및 유동인구를 반영한 선착장 적정 위치 분석 - (운행계획 수립) 축제 시간대별 수요를 반영한...
seoul_core_projects_20260310_task_007_expected_results_01,seoul_core_projects_20260310_task_007,7,매력도시,스프링페스타 연계 한강버스 운영 최적화 분석,미래한강본부,expected_results,예상결과·유사사례,1,1,80,168,## 분석결과(예시) - 축제 시간대별 한강버스 잠재 이용객 수 예측 및 배차 간격 조정 방안 도출 - 기존 선착장 없는 축제 지역에 대한 동선·신규 선착장 후보지 도출 시각화 예시: - 한강버스 수요 예측 예시 -...
seoul_core_projects_20260310_task_007_administrative_use_01,seoul_core_projects_20260310_task_007,7,매력도시,스프링페스타 연계 한강버스 운영 최적화 분석,미래한강본부,administrative_use,실국 활용방안,1,1,30,116,## 실국 활용방안(예시) - 스프링페스타 기간 중 한강버스 노선 조정 및 선착장 운영 계획 수립
seoul_core_projects_20260310_task_008_policy_context_01,seoul_core_projects_20260310_task_008,8,미래감성도시,서울청년문화패스 이용 현황 분석,문화본부,policy_context,정책배경·목적,1,1,105,181,"분야: 미래감성도시 핵심사업: 문화 약자 등 시민 문화서비스 접근 확대 연관사업: 문화 약자 등 시민 문화서비스 접근 확대 담당실국: 문화본부  ## 추진배경 및 목적 - 상시 모집·월 2회 선발 전환에 대비해, 선..."
seoul_core_projects_20260310_task_008_analysis_design_01,seoul_core_projects_20260310_task_008,8,미래감성도시,서울청년문화패스 이용 현황 분석,문화본부,analysis_design,분석설계·활용데이터,1,1,136,214,## 주요내용 - 단계별 전환 지표(카드발급률·첫 사용률·취소율)를 산출해 이용 병목을 진단 - 집단·콘텐츠별 차이를 비교해 저이용 집단을 특정하고 개선 우선순위를 도출 분석기술: - 이용 퍼널·코호트 분석(전환/이...
seoul_core_projects_20260310_task_008_expected_results_01,seoul_core_projects_20260310_task_008,8,미래감성도시,서울청년문화패스 이용 현황 분석,문화본부,expected_results,예상결과·유사사례,1,1,87,165,## 분석결과(예시) - 병목 단계와 저이용 집단을 특정하고 개선 우선과제를 도출 - 핵심 KPI 대시보드(첫 사용률·소진율·취소/민원율)와 개선 로드맵 제시 시각화 예시: - 문화누리카드 지원금 사용금액(예) - ...
seoul_core_projects_20260310_task_008_administrative_use_01,seoul_core_projects_20260310_task_008,8,미래감성도시,서울청년문화패스 이용 현황 분석,문화본부,administrative_use,실국 활용방안,1,1,94,170,"## 실국 활용방안(예시) - 분석결과를 기반으로 상시운영 대비 지표체계 구축, 콘텐츠/홍보 운영 최적화, 카드·홈페이지 병목 개선에 활용 활용 시나리오: 분석결과로 카드발급 지연이 미사용의 핵심 병목임을 확인해 발..."
seoul_core_projects_20260310_task_009_policy_context_01,seoul_core_projects_20260310_task_009,9,미래감성도시,힙독클럽 독서 지속성 및 참여 사각지대 분석,"문화본부, 서울도서관",policy_context,정책배경·목적,1,1,157,243,"분야: 미래감성도시 핵심사업: 국내외 곳곳으로 확산되는 새로운 독서문화 선도 연관사업: 국내외 곳곳으로 확산되는 새로운 독서문화 선도 담당실국: 문화본부, 서울도서관  ## 추진배경 및 목적 - 힙독클럽 참여자 확대..."
seoul_core_projects_20260310_task_009_analysis_design_01,seoul_core_projects_20260310_task_009,9,미래감성도시,힙독클럽 독서 지속성 및 참여 사각지대 분석,"문화본부, 서울도서관",analysis_design,분석설계·활용데이터,1,1,144,232,"## 주요내용 - (독서 지속성 분석) 활동유형별(완독, 추천, 필사, 리딩몹 등) 참여율 비교 - (이탈·저활성 집단 탐지) 연령·거주권역·활동 유형별 저참여 군집 도출 - (행동 전환 요인 분석) 마일리지 적립 ..."
seoul_core_projects_20260310_task_009_expected_results_01,seoul_core_projects_20260310_task_009,9,미래감성도시,힙독클럽 독서 지속성 및 참여 사각지대 분석,"문화본부, 서울도서관",expected_results,예상결과·유사사례,1,1,62,149,## 분석결과(예시) - 참여 유형 · 권역별 맞춤형 프로그램 운영 전략 및 마일리지 운영 개선방안 제안 시각화 예시: - 계층별 독서 현황 - 이탈·저활성 집단 탐지 - 힙독클럽 정책간 상관관계 분석
seoul_core_projects_20260310_task_009_administrative_use_01,seoul_core_projects_20260310_task_009,9,미래감성도시,힙독클럽 독서 지속성 및 참여 사각지대 분석,"문화본부, 서울도서관",administrative_use,실국 활용방안,1,1,116,202,## 실국 활용방안(예시) - 리딩몹 ·노마드 리딩 등 지속성 효과가 높은 프로그램 확대 운영 활용 시나리오: A주무관은 힙독클럽 활동 데이터를 분석하여 신규 가입자의 단기 이탈 패턴과 독서 지속성 요인을 도출하였고...
seoul_core_projects_20260310_task_010_policy_context_01,seoul_core_projects_20260310_task_010,10,미래감성도시,서울세계청년대회 필수시설 분석 및 인파관리 체계 마련,문화본부,policy_context,정책배경·목적,1,1,141,224,분야: 미래감성도시 핵심사업: 2027 세계청년대회 체계적·전략적 준비 연관사업: 2027 세계청년대회 체계적·전략적 준비 담당실국: 문화본부  ## 추진배경 및 목적 - 2027 서울세계청년대회는 약 70~100만...
seoul_core_projects_20260310_task_010_analysis_design_01,seoul_core_projects_20260310_task_010,10,미래감성도시,서울세계청년대회 필수시설 분석 및 인파관리 체계 마련,문화본부,analysis_design,분석설계·활용데이터,1,1,163,247,## 주요내용 - (필수시설 분석) 성당 기준 숙박·급식 등 도보 n분기준 필수시설 및 면적·수용인원 기반 적정시설 선정 분석 - (취약지 분석) 보행 취약구간·폭염 및 위생시설·의료시설 등 취약지역 분석 - (인구...
seoul_core_projects_20260310_task_010_expected_results_01,seoul_core_projects_20260310_task_010,10,미래감성도시,서울세계청년대회 필수시설 분석 및 인파관리 체계 마련,문화본부,expected_results,예상결과·유사사례,1,1,58,141,## 분석결과(예시) - 청년 수용시설(급식·숙박·의료·폭염대응 등) 보행 및 수용력 기반 배치 제안 시각화 예시: - 필수시설 배치분석 - 행사 밀집인구 분석 - 인파밀집 대응체계 지원
seoul_core_projects_20260310_task_010_administrative_use_01,seoul_core_projects_20260310_task_010,10,미래감성도시,서울세계청년대회 필수시설 분석 및 인파관리 체계 마련,문화본부,administrative_use,실국 활용방안,1,1,64,146,"## 실국 활용방안(예시) - (시설배치 활용) 성당·학교 배치 선정 및 추가확보 필요지역 도출 - (안전관리계획 수립) 폭염, 응급의료, 인구밀집 위험구간 분석 기반 경찰·소방 등 안전인력 배치 근거 활용"
seoul_core_projects_20260310_overview_01,,,,,,overview,과제 목록 개요,1,1,508,508,문서명: 2026년 시정 핵심사업 데이터 분석 컨설팅 제안(안) 분석과제 범위: 1~10  - 과제 1: 주거비 부담 완화를 위한 금융지원 효과 분석   분야: 약자동행   담당실국: 주택실   핵심사업: 주거비 부...
